darkness,rainy,throttle_position,average_speed,std_speed,relative_distance,relative_speed,relative_acc,time_of_max_a_to_conflict,max_a_before_conflict,quasi_time_head_way,normal_acc,normal_dec,Brake Intensity,prediction,probability_0,probability_1,probability_2
0,1,0,0.0,0.0,0.0119979127218196,0.0333333333333333,0.5000000000000001,0.4444444444444445,0.5637532570522261,0.0408074742771581,0.1763316120226183,0.9107755662319836,0,0,0.9950722662600892,0.002983443169413862,0.0019442905704970255
0,0,0,0.1424294175902025,0.0153357527173471,0.0326114232294891,0.3836016982967521,0.4746661679130345,0.1393361638279202,0.1986327779336996,0.0066762793885985,0.1763316120226183,0.3209025908617281,1,1,7.146016686369204e-13,0.9999999000080971,9.999118820993372e-08
0,0,0,0.0076620984308941,0.0122596689328596,0.0928534114993,0.6666666666666666,0.4615384615384616,0.0,0.6703296703296704,0.0617410638560884,0.1347654798186277,0.7750249696274032,0,0,0.9991892031896774,4.352760832987972e-06,0.0008064440494896778
0,0,0,0.0,0.0,0.0229525286852202,0.2333333333333333,0.4621749408983452,0.1111111111111111,0.6923076923076923,0.0408074742771581,0.2104735003344978,0.7750249696274032,0,0,0.9995661514662123,1.5510346473825576e-07,0.00043369343032284325
0,0,0,0.0739234553405619,0.01353733031866,0.0255302026094403,0.2735350298665752,0.5305365040001054,0.2222222222222222,0.1931178686300015,0.0140872847861162,0.1763316120226183,0.3119929400863918,1,1,2.3932029223673192e-11,0.999998961001553,1.03897451483678e-06
0,0,0,0.0,0.0,0.0062597805505146,0.0,0.4230769230769231,0.1111111111111111,0.6181318681318682,0.0408074742771581,0.1763316120226183,0.9986273164035688,0,0,0.9989604015348256,1.1473582263434284e-05,0.0010281248829109393
0,0,0,0.1848721118022525,0.1902882643748646,0.0871152874787508,0.0333333333333333,0.4230769230769232,1.0,0.3351648351648352,0.0135694033476668,0.1763316120226183,0.5414779226721574,2,2,0.022171207111469075,0.09561881619790297,0.8822099766906284
0,0,0,0.0110159763569702,0.0041387784540883,0.016171099755496,0.0,0.4768197583614587,0.2222222222222222,0.5192307692307693,0.0408074742771581,0.1763316120226183,0.838846945778998,0,0,0.599211897544118,0.0010392954039456879,0.39974880705193644
0,0,0,0.1197428403449084,0.0141581076771637,0.0286917051759482,0.2913481384669231,0.5626837662690829,0.0699753247773503,0.1854920650878698,0.0086198081764537,0.1763316120226183,0.2996730191774198,1,1,1.8807059837445223e-14,0.9999999000041833,9.999579790933744e-08
0,0,0,0.5064623356653364,0.6997138078572027,0.8638497485740395,0.5666666666666667,0.4615384615384616,0.4444444444444445,0.3461538461538461,0.0024980999389588,0.1763316120226183,0.5592312971859986,1,1,0.07789527295498855,0.8496977353610732,0.07240699168393837
0,0,0,0.0049081092497608,0.0156396417712146,0.0143453304282626,0.0,0.4768197583614587,0.2222222222222222,0.5082417582417582,0.0408074742771581,0.1763316120226183,0.8210935712651567,2,0,0.5679612342793625,0.0012555638288605524,0.4307832018917768
0,0,0,0.1004482068950057,0.010889514992412,0.034568843197433,0.5075898883007056,0.5000000000000001,0.0063249069172547,0.5080853731806173,0.0091793474110354,0.1763316120226183,0.8223568162294128,2,2,0.04230256057907567,0.004499737175387751,0.9531977022455367
