darkness,rainy,throttle_position,average_speed,std_speed,relative_distance,relative_speed,relative_acc,time_of_max_a_to_conflict,max_a_before_conflict,quasi_time_head_way,normal_acc,normal_dec,Brake Intensity,prediction,probability_0,probability_1,probability_2
0,0,1,0.0283963231550318,0.0204810610806875,0.0150425845435417,0.0580172369227332,0.4679539721787943,0.0,0.7170264827075495,0.0156914363286061,0.2573233517756753,0.7750249696274032,1,1,0.09002777777777778,0.9099722222222222,0.0
1,0,0,0.0171381259498596,0.0052535835058231,0.0219598156470484,0.2314141380821269,0.5384615384615385,0.183052746017178,0.7396054686094325,0.0294631054973753,0.3165829098091014,0.7750249696274032,1,1,0.016204012804294846,0.983795987195705,0.0
0,0,1,0.0880968124816579,0.0051616369763256,0.0327752404494572,0.4,0.5321127014153577,0.0,0.8049713775296587,0.0098846268607026,0.4881386603595623,0.7950843204305404,1,1,0.020670329670329668,0.9793296703296703,0.0
0,0,0,0.0634144955730645,0.003876341443589,0.0281057861553062,0.3585863422528306,0.5967377128911477,0.0,0.4291539798408665,0.0170466566226762,0.1763316120226183,0.6933227508680537,2,2,0.00030973806264456916,0.0,0.9996902619373554
0,0,0,0.2522718814935702,0.0098481138073229,0.0300061345012096,0.3834240130030826,0.5000000000000001,0.0,0.34062944626272,0.0031350925822716,0.1763316120226183,0.5973910666397964,2,2,0.0,0.0,1.0
0,0,0,0.1616928249939075,0.0038361334449948,0.0219545201912365,0.2344510811578593,0.576923076923077,0.0,0.5199513363621232,0.0036878555822468,0.1763316120226183,0.8400110631102196,2,2,0.375295874905728,0.0,0.624704125094272
0,0,0,0.0167421005429517,0.0013901764777597,0.0365153865446685,0.1,0.5000000000000001,0.2222222222222222,0.543956043956044,0.0495189884721948,0.1763316120226183,0.8787920384351406,0,0,1.0,0.0,0.0
0,0,0,0.0110432458119619,0.0179174605646461,0.031298902752573,0.1666666666666666,0.5,0.3333333333333333,0.4615384615384615,0.0408074742771581,0.1203449044822715,0.7456417295813316,0,0,0.5188711681184264,0.0,0.4811288318815737
0,0,0,0.0,0.0,0.0305164301837587,0.3666666666666666,0.5,0.0,0.6181318681318682,0.0408074742771581,0.1763316120226183,0.9986273164035688,0,0,1.0,0.0,0.0
0,0,1,0.0,0.0,0.0344287930278303,0.3666666666666666,0.5,0.0,0.6071428571428572,0.0408074742771581,0.1763316120226183,0.9631205673758866,0,0,1.0,0.0,0.0
0,0,1,0.1749250136614767,0.5517761368962506,0.25639018653225,0.4,0.4615384615384616,0.1111111111111111,0.410813413390733,0.0408074742771581,0.1763316120226183,0.821551132463967,2,2,0.1675900297885685,0.0,0.8324099702114313
0,0,0,0.1285544600832113,0.0979292534002291,0.0561430760068596,0.0671645155840557,0.4503496779046483,0.943614696248796,0.3240116981591025,0.0154761695671055,0.1763316120226183,0.5696318749569899,2,2,0.03656678653858892,0.0,0.9634332134614111
0,0,0,0.0061128848587614,0.0010883228040408,0.0310415279664579,0.3444934259767933,0.487122970026777,0.0,0.7054802720414063,0.0823320445933444,0.2270198056372538,0.7750249696274032,1,1,0.05550347739692002,0.94449652260308,0.0
0,0,1,0.2156841222557791,0.1416336475078892,0.1189358386105334,0.0666666666666666,0.4615384615384616,0.1111111111111111,0.1428571428571429,0.0082013196977599,0.1763316120226183,0.230793868679936,2,2,0.0201499400239904,0.0,0.9798500599760096
0,0,0,0.0,0.0,0.0224308803060106,0.1999999999999999,0.5384615384615384,0.0,0.6868131868131868,0.0408074742771581,0.1780272058276964,0.7750249696274032,0,0,0.9991228070175439,0.0008771929824561403,0.0
0,0,0,0.0093358562201855,0.014908658348355,0.0283994484361163,0.3333333333333333,0.5000000000000001,0.0,0.7179279816448124,0.0525188678284962,0.259689376043636,0.7750249696274032,1,1,0.05,0.95,0.0
0,0,0,0.0110318206101171,0.0176169855830651,0.0280622563193688,0.3333333333333333,0.5000000000000001,0.0,0.7210849893355827,0.0434098643417311,0.2679750838817182,0.7750249696274032,1,1,0.01,0.99,0.0
0,0,0,0.4757321335767848,0.0118892295340279,0.0354720897862494,0.3,0.4615384615384616,0.7777777777777777,0.3131868131868132,0.0018772104749589,0.1763316120226183,0.505971173644475,2,2,0.02107998558818231,0.0,0.9789200144118176
0,0,0,0.0226007478591833,0.0023136967996649,0.0134739560673723,0.1401516679736756,0.5227269200607485,0.2222222222222222,0.7196552187030145,0.0190320748923858,0.2642225869297582,0.8716884015027035,1,1,0.06968844352399169,0.9103115564760083,0.02
1,0,0,0.0,0.0,0.0320813753213873,0.0333333333333333,0.4615384615384616,0.7777777777777777,0.6317265209017786,0.0408074742771581,0.0334497881513416,0.7750249696274032,0,0,0.83,0.17,0.0
0,0,0,0.0399732407539086,0.0060058034454343,0.0174752207035199,0.041868456914244,0.4926033646885038,0.1111111111111111,0.47577859675357,0.0165710356711319,0.1763316120226183,0.7686474808590733,2,2,0.02423420831375549,0.0,0.9757657916862447
0,0,0,0.0,0.0,0.0229525286852202,0.2333333333333333,0.4621749408983452,0.1111111111111111,0.6923076923076923,0.0408074742771581,0.2104735003344978,0.7750249696274032,0,0,0.96,0.04,0.0
1,0,0,0.0127399023470121,0.0093216557896776,0.0139788115689652,0.0306317774218511,0.4250130141132333,0.0,0.7561624726154763,0.0297003163707729,0.3600375071067597,0.7750249696274032,1,1,3.194888178913738e-05,0.9999680511182109,0.0
0,0,1,0.0718952268057229,0.0056418903507846,0.0104407499906569,0.0449773457843738,0.4442394823906255,0.4332829906319418,0.77962110272689,0.0102151879042977,0.4216057306980624,0.7750249696274032,1,1,0.11039337317178485,0.8896066268282151,0.0
0,0,1,0.0088998386480767,0.0025450742379455,0.0270333384712156,0.239484053449368,0.5035484923746355,0.4005732739451467,0.7272603726344616,0.0269073540493547,0.2841826534585275,0.7545325025018939,1,1,0.0006957606397926851,0.9993042393602073,0.0
