darkness,rainy,throttle_position,average_speed,std_speed,relative_distance,relative_speed,relative_acc,time_of_max_a_to_conflict,max_a_before_conflict,quasi_time_head_way,normal_acc,normal_dec,Brake Duration,prediction,probability
0,0,1,0.2088673180323159,0.0974671368160051,0.0860719907203317,0.0666666666666666,0.4615384615384616,0.0,0.2802197802197803,0.0024326739247313,0.1763316120226183,0.6036147334706017,1,1,0.8056753365478613
1,0,0,0.3244805603191755,0.5039440091525519,0.2086593679853321,0.1999999999999999,0.4615384615384616,0.0,0.4835164835164836,0.06461704498833,0.1763316120226183,0.7811484786090139,1,1,0.5
0,0,0,0.0024540546248804,0.0078198208856073,0.0096504950153766,0.1,0.5384615384615385,0.2222222222222222,0.4038461538461538,0.0408074742771581,0.1763316120226183,0.652436513383665,1,1,0.8145877301602775
0,0,0,0.0,0.0,0.0555555523858171,0.3666666666666666,0.4768197583614587,0.0,0.5521978021978022,0.0408074742771581,0.1763316120226183,0.854381148478609,1,1,0.6477478360031628
0,0,0,0.2708185527668322,0.0100417406757092,0.0279081882877109,0.3666666666666666,0.5,0.0,0.3461538461538461,0.0026557534917431,0.1763316120226183,0.6539159612598185,1,1,0.757265699963668
0,0,0,0.0060593848040402,0.0024135095181338,0.0365153865446685,0.4666666666666667,0.576923076923077,0.0,0.7032967032967034,0.144511100294902,0.221288931836765,0.7750249696274032,0,0,0.18538424205248524
0,0,0,0.0,0.0,0.0284298366669205,0.4,0.5000000000000001,0.2222222222222222,0.5631868131868132,0.0408074742771581,0.1763316120226183,0.9098604438343628,1,1,0.4932127250015899
1,0,0,0.0251404251775285,0.0010570296007594,0.0271257157188966,0.0333333333333333,0.4230769230769232,0.2222222222222222,0.5368471734451117,0.0335991449457676,0.1763316120226183,0.8673072523450012,1,1,0.7351457697344618
0,0,0,0.0062169351109575,0.0102301700608797,0.0346896172174351,0.5,0.5384615384615385,0.0,0.554945054945055,0.0408074742771581,0.1763316120226183,0.8965454129489819,1,1,0.5667858191464279
0,0,0,0.0,0.0,0.0091288466361671,0.0,0.4423076923076924,0.0,0.5384615384615385,0.0408074742771581,0.1763316120226183,0.86991535117822,1,1,0.7872875440047439
0,0,1,0.1004526425225844,0.1504012865773933,0.454616595084147,0.2333333333333333,0.5000000000000002,0.0,0.6642970431630225,0.0564737649920224,0.0966327213260982,0.7750249696274032,0,0,0.2121724787225187
0,0,0,0.0,0.0,0.0135628578594483,0.0333333333333333,0.4615384615384616,0.2222222222222222,0.6648351648351648,0.0408074742771581,0.1203449044822715,0.7750249696274032,1,0,0.31184682573176825
0,0,0,0.0,0.0,0.0250391222020584,0.3333333333333333,0.5384615384615385,0.0,0.576923076923077,0.0408074742771581,0.1763316120226183,0.8610386639212995,1,1,0.6232739886045999
0,0,0,0.0,0.0,0.0224308803060106,0.2333333333333333,0.4768197583614587,0.1111111111111111,0.6208791208791209,0.0408074742771581,0.0049803017914219,0.7750249696274032,1,0,0.2743157813502511
0,0,0,0.0,0.0,0.0148669788074721,0.0,0.4230769230769231,0.7777777777777777,0.5412087912087913,0.0408074742771581,0.1763316120226183,0.883230382063601,1,1,0.6805722122376434
0,0,0,0.0231226425676408,0.0051351573488802,0.0279081882877109,0.3666666666666666,0.5,0.2222222222222222,0.4368131868131868,0.0470885249826214,0.1763316120226183,0.7056966369251887,1,1,0.7063379606455287
0,0,0,0.0113977192781981,0.0004597458324865,0.0159102755658912,0.1333333333333333,0.576923076923077,0.2222222222222222,0.592075450322873,0.0451262441253409,0.1763316120226183,0.9565316861130176,0,1,0.6204647583436398
0,0,0,0.0,0.0,0.0070422531193289,0.0333333333333333,0.4615384615384616,0.0,0.6189815339299876,0.0408074742771581,0.0,1.0,1,1,0.5
0,0,0,0.0997164163189017,0.0014356141145851,0.0354720897862494,0.4,0.5192307692307693,0.0,0.695054945054945,0.0094308220834112,0.1996580688322307,0.7750249696274032,0,0,0.10034552684162124
0,0,0,0.0128762086599406,0.0024135407974173,0.0430359912847879,0.3666666666666666,0.5,0.7777777777777777,0.4065934065934066,0.1283746223131981,0.1763316120226183,0.6568748570121254,0,1,0.6295187077598883
0,0,0,0.0,0.0,0.0349504414070398,0.4,0.5000000000000001,0.0,0.6181318681318682,0.0408074742771581,0.1763316120226183,0.9986273164035688,1,1,0.5176791511185025
0,0,0,0.0,0.0,0.0258215947708727,0.0,0.4615384615384616,0.1111111111111111,0.5368471734451117,0.0408074742771581,0.2452984464431725,0.8673072523450012,0,1,0.8260019302476455
0,0,0,0.0,0.0,0.0339071446486207,0.4333333333333333,0.5,0.1111111111111111,0.6043956043956045,0.0408074742771581,0.1763316120226183,0.9764355982612676,1,0,0.4288543641345457
0,0,0,0.0559524454472736,0.0017355600060272,0.0307772543733634,0.2333333333333333,0.576923076923077,0.2222222222222222,0.5576923076923077,0.0152300662640423,0.1763316120226183,0.9009837565774422,0,1,0.5
0,0,1,0.0,0.0,0.0310380785629682,0.4,0.4615384615384616,0.0,0.6071428571428572,0.1524199312505734,0.1763316120226183,0.9808739418897278,0,0,0.17284334033308246
0,0,1,0.1264928910013086,0.0008288325218073,0.0349504414070398,0.4333333333333333,0.5,0.2222222222222222,0.6346153846153846,0.0071308353142984,0.0410317401323124,0.7750249696274032,0,0,0.1519405019796282
0,0,0,0.0374877314193049,0.0085195942486923,0.0184955876428429,0.0,0.4761862186694937,0.6620601663203552,0.3158064438782594,0.0366351555953339,0.1763316120226183,0.510203336557016,1,1,0.764725928261004
0,0,0,0.0,0.0,0.0164335242582061,0.0187288897381257,0.4682337066638541,0.0624296324604192,0.6538461538461539,0.0408074742771581,0.0915037538095592,0.7750249696274032,1,0,0.25805364569053485
0,0,1,0.0,0.0,0.0344287930278303,0.6333333333333333,0.5384615384615385,0.0,0.532967032967033,0.0408074742771581,0.1491860551549839,0.5769846716998399,1,0,0.3536734217915103
0,0,0,0.0,0.0,0.0273865399085014,0.3666666666666666,0.5384615384615385,0.0,0.6181318681318682,0.0408074742771581,0.1763316120226183,0.9986273164035688,0,1,0.5519632424347434
0,0,0,0.0,0.0,0.026604067339687,0.0333333333333333,0.4615384615384616,0.1111111111111111,0.6538461538461539,0.0408074742771581,0.0915037538095592,0.7750249696274032,1,0,0.27368917179251384
1,0,0,0.0002181360074963,0.0006950882388798,0.0198226384099629,0.1,0.4768197583614587,1.0,0.456128922623768,0.0408074742771581,0.0,0.868451155342027,0,1,0.7034258695500398
0,0,0,0.0105797043419774,0.0169872261905751,0.0193009900307533,0.2666666666666666,0.4615384615384616,0.2222222222222222,0.467032967032967,0.0408074742771581,0.1763316120226183,0.6036147334706017,1,1,0.6923031753216097
0,0,0,0.0034356764748325,0.0015049101819356,0.0273865399085014,0.3666666666666666,0.5384615384615385,0.0,0.674209810807749,0.1477949306684537,0.1449490819891474,0.7750249696274032,0,0,0.2153140772249238
0,0,0,0.0163603674379423,0.0075246050865964,0.0250391222020584,0.2333333333333333,0.5000000000000002,0.4444444444444445,0.4340659340659341,0.0408074742771581,0.5818033152456701,0.7012582932967284,1,1,0.6240749703196873
0,0,0,0.0,0.0,0.0164319239451008,0.0,0.4615384615384616,0.0,0.6868131868131868,0.0408074742771581,0.1780272058276964,0.7750249696274032,0,0,0.20745029895691353
0,0,1,0.0184326791415948,0.004064227132619,0.0328638478902016,0.3666666666666666,0.5,0.0,0.6730769230769231,0.037034211780338,0.1419757674868059,0.7750249696274032,0,0,0.13975745653414456
0,0,0,0.0807111277035743,0.0112952789226985,0.0200834625995676,0.2333333333333333,0.5384615384615385,0.1111111111111111,0.2692307692307692,0.0077519943772373,0.1763316120226183,0.6546556851978953,1,1,0.8712479184909744
0,0,0,0.1956426925129532,0.1566145067543786,0.0573813217130505,0.0,0.4615384615384616,0.0,0.1483516483516483,0.0067818132801762,0.1763316120226183,0.2396705559368566,1,1,0.7576221066290096
0,0,1,0.0,0.0,0.0372978591134828,0.4333333333333333,0.5384615384615385,0.2222222222222222,0.7115384615384616,0.0408074742771581,0.2429197948412992,0.7750249696274032,0,0,0.10440635621219403
0,0,0,0.148115841155248,0.0169304645967483,0.0307772543733634,0.3333333333333333,0.4768197583614587,0.2222222222222222,0.1263736263736263,0.0061104749782661,0.1763316120226183,0.2041638069091741,0,1,0.7526622213412802
0,0,0,0.0804111931473214,0.0026454238186465,0.0187793416515438,0.1666666666666666,0.5,0.3333333333333333,0.6401098901098902,0.0068369603851163,0.0554523154686686,0.7750249696274032,0,0,0.19257043049950615
0,0,0,0.0,0.0,0.0237350012540345,0.0333333333333333,0.4230769230769232,0.1111111111111111,0.6458876175371021,0.0408074742771581,0.0706162194306102,0.7750249696274032,0,0,0.28518317506882684
0,0,0,0.3094835576524132,0.0074098555263809,0.033646320459016,0.3333333333333333,0.5000000000000001,0.4444444444444445,0.5879120879120879,0.0025902177670119,0.1763316120226183,0.9498055364905056,0,0,0.04889663522359833
0,0,0,0.0669956814430171,0.0005213005395181,0.0299947818045491,0.4333333333333333,0.5384615384615385,0.2222222222222222,0.6648351648351648,0.0121425609297058,0.1203449044822715,0.7750249696274032,0,0,0.10875273231027996
1,1,0,0.0223809781789094,0.0010835461663968,0.0099113192049814,0.0333333333333333,0.5000000000000001,0.6666666666666665,0.6841225784524754,0.0235058091660191,0.1709655838846354,0.7750249696274032,0,1,0.5620916370603933
0,0,0,0.0092163395707974,0.0004597458324865,0.0174752207035199,0.0666666666666666,0.5384615384615384,0.2222222222222222,0.6642970431630225,0.0563788751384451,0.1189325800936594,0.7750249696274032,0,0,0.26692465840217683
0,0,1,0.0280034921786285,0.0031615192835736,0.0200834625995676,0.2666666666666666,0.5,0.6666666666666665,0.6840659340659341,0.0159968948470957,0.1708169181595183,0.7750249696274032,0,0,0.09043772248111377
0,0,0,0.0723400725239891,0.0054205164570683,0.0318205511317825,0.3,0.4768197583614587,0.2222222222222222,0.4285714285714286,0.0128467722973854,0.1763316120226183,0.6923816060398078,0,1,0.6949373221262145
1,0,0,0.004308220504818,0.0019583255359601,0.0326030237005969,0.3,0.5,0.2222222222222222,0.4532967032967033,0.3141465259380979,0.2527317326990262,0.6762754518416838,1,1,0.6247983055128705
0,0,0,0.0063532725696974,0.0101248374268078,0.0239958254436393,0.3,0.5384615384615385,0.2222222222222222,0.576923076923077,0.0908202043148827,0.1763316120226183,0.9320521619766644,1,1,0.5482861111795035
0,0,1,0.2546327078775929,0.3484512186626626,0.3729785992855846,0.0666666666666666,0.3846153846153846,0.0,0.6572164948453608,0.025311240540059,0.1003493644540251,0.7750249696274032,0,0,0.23412099962354263
0,0,0,0.0,0.0,0.023213352874825,0.3333333333333333,0.5384615384615385,0.0,0.6161493146029229,0.0408074742771581,0.1763316120226183,0.9954243880118966,1,1,0.5895027944557139
0,0,0,0.0,0.0,0.0062597805505146,0.0,0.4230769230769231,0.1111111111111111,0.6181318681318682,0.0408074742771581,0.1763316120226183,0.9986273164035688,1,1,0.7487384631854234
1,0,0,0.0333741209647358,0.0895295958438717,0.2577221156280224,0.0070909298341409,0.4533566194221451,0.134747543891581,0.581374827054396,0.03927406155185,0.1763316120226183,0.9392442184230892,1,1,0.7606951953187778
1,0,0,0.0689098538666423,0.0028667936903433,0.0318205511317825,0.1333333333333333,0.4768197583614587,0.2222222222222222,0.5141894188285941,0.0121662625090717,0.1763316120226183,0.8307023564401739,0,1,0.7041918814665936
0,0,0,0.0,0.0,0.0125195611010292,0.0333333333333333,0.5000000000000001,0.0,0.5274725274725275,0.0408074742771581,0.1763316120226183,0.8521619766643789,1,1,0.793060622937181
0,0,0,0.0068577302422409,0.0119326250879247,0.0235088362676662,0.3,0.5,0.2074574008010802,0.4490155175534084,0.0399146890050746,0.1763316120226183,0.7254101987543237,1,1,0.7672846502629919
0,0,0,0.0071440180509264,0.0004597694774024,0.0346896172174351,0.3666666666666666,0.6153846153846154,0.1111111111111111,0.6062365469581965,0.1204001073484312,0.1763316120226183,0.9794097460535348,0,0,0.4420021442350243
1,0,0,0.0336478079996349,0.0001737564200781,0.0386019800615067,0.5333333333333333,0.576923076923077,0.0,0.6161493146029229,0.0294509900013563,0.0371664312792685,0.9954243880118966,0,0,0.4021661375826895
1,0,1,0.0956099681853413,0.0006255856708485,0.0315597269421778,0.3666666666666666,0.6153846153846154,0.0,0.6359748498923757,0.0085079857476478,0.0445997175351222,0.7750249696274032,0,0,0.061623105710593255
0,0,0,0.0690952724178798,0.0371336366928018,0.0461658815600452,0.3666666666666666,0.4615384615384616,0.3333333333333333,0.3901098901098901,0.0153972795856673,0.1763316120226183,0.6302447952413636,1,1,0.713376954241038
0,0,0,0.1027976291437166,0.2480906237007493,0.1964006310739076,0.5333333333333333,0.4615384615384616,0.6666666666666665,0.4148351648351648,0.0647264856073259,0.1763316120226183,0.6701898878975063,1,1,0.7647282257422412
0,0,0,0.0155441507382742,0.0122955167720635,0.0343374476374499,0.1883260584433228,0.4480685289730649,0.7777777777777777,0.4072795906037794,0.0414110936033276,0.3086165520972345,0.6579834264487872,1,1,0.7226049165170352
0,0,1,0.078202524352492,0.0,0.0284298366669205,0.4,0.5384615384615385,0.0,0.6648351648351648,0.0098537640770146,0.1203449044822715,0.7750249696274032,0,0,0.12330425734248332
0,1,0,0.0057806630959648,0.0010570296007594,0.0401669251991354,0.4333333333333333,0.4615384615384616,0.4444444444444445,0.5779143536875496,0.1400502830167225,0.1763316120226183,0.9336536261725006,1,0,0.24950704702233267
0,0,0,0.0,0.0,0.0255945122071228,0.3,0.5384615384615385,0.0,0.5456459779821967,0.0408074742771581,0.1763316120226183,0.8815222233171082,1,1,0.7364749114419352
