darkness,rainy,throttle_position,average_speed,std_speed,relative_distance,relative_speed,relative_acc,time_of_max_a_to_conflict,max_a_before_conflict,quasi_time_head_way,normal_acc,normal_dec,Brake Duration,prediction,probability
0,0,0,0.0,0.0,0.023213352874825,0.0,0.4615384615384616,0.0,0.5412087912087913,0.0408074742771581,0.1763316120226183,0.8743536948066803,1,1,0.7122826374699007
0,0,0,0.5023347883998094,0.0050491959807894,0.0247458991828145,0.1863962912940427,0.5070683645247142,0.0453456956865239,0.4540244233226091,0.0010967729579462,0.1763316120226183,0.7697291322517223,1,0,0.4297057461500968
0,0,1,0.0,0.0,0.0305164301837587,0.4333333333333333,0.5384615384615385,0.0,0.6071428571428572,0.0408074742771581,0.1763316120226183,0.9808739418897278,0,0,0.27950581940331537
0,0,0,0.0327207250596661,0.0,0.0307772543733634,0.3666666666666666,0.5,0.0,0.521978021978022,0.025588566892352,0.2429197948412992,0.8432852894074583,0,1,0.565035827664418
0,0,1,0.0,0.0,0.0344287930278303,0.4666666666666667,0.5000000000000001,0.0,0.6538461538461539,0.0408074742771581,0.0915037538095592,0.7750249696274032,0,0,0.12707233960185557
0,0,1,0.0,0.0,0.0252999463916632,0.3,0.5,0.2222222222222222,0.6538461538461539,0.0408074742771581,0.0915037538095592,0.9498055364905056,0,0,0.22617640738611763
0,0,0,0.0,0.0,0.0143453304282626,0.0333333333333333,0.4768197583614587,0.2222222222222222,0.41506174238133,0.0408074742771581,0.1763316120226183,0.6705559368565546,0,1,0.8218755906507296
0,0,1,0.0707858412003044,0.1292444451271954,0.0678142974479975,0.4333333333333333,0.4615384615384616,0.0,0.2774725274725275,0.0014597034666212,0.1763316120226183,0.448272706474491,1,1,0.7158456443048291
0,0,0,0.0,0.0,0.0386019800615067,0.0,0.4615384615384616,0.1111111111111111,0.579330463351082,0.0408074742771581,0.1763316120226183,0.9359414321665522,1,1,0.6651245430557744
0,0,0,0.0,0.0,0.0294731334253396,0.4333333333333333,0.5,0.1111111111111111,0.6401098901098902,0.0408074742771581,0.0554523154686686,0.7750249696274032,1,0,0.259225299943539
0,0,0,0.0,0.0,0.0125195611010292,0.0333333333333333,0.5000000000000001,0.0,0.5274725274725275,0.0408074742771581,0.1763316120226183,0.8521619766643789,1,1,0.7154402930886818
0,0,0,0.0109069181694405,0.0086886968238489,0.0299947818045491,0.4,0.4616050039925473,0.1111111111111111,0.7884615384615385,0.0348810861531011,0.4448078495502862,0.7750249696274032,0,0,0.08410323518639776
0,0,0,0.1095697782509754,0.0127749203511283,0.0278090986711095,0.3534449466015249,0.5616672460786827,0.044072400217139,0.3157960824981147,0.0078832942581393,0.1763316120226183,0.5101865971559568,1,1,0.7755794102460292
0,0,0,0.0,0.0,0.0263432431500823,0.3,0.5384615384615385,0.0,0.543956043956044,0.0408074742771581,0.1763316120226183,0.8787920384351406,1,1,0.5851121385301445
0,0,0,0.0246496142525524,0.0018816461578117,0.0140845062386578,0.1333333333333333,0.4615384615384616,0.2222222222222222,0.4791929591027529,0.0205929410563142,0.1763316120226183,0.7741635781285747,1,1,0.7187754186628206
